customer_id,signup_date,last_purchase_date,total_orders,total_spent,region,churn_flag
1062,2022-12-19,2023-07-22,1,1620.68,West,1
1063,2022-01-23,2023-03-07,4,284.46,East,0
1064,2022-03-04,2023-04-18,1,2606.29,South,0
1065,2022-05-23,2023-09-25,4,1147.33,South,1
1066,2022-06-02,2023-08-10,5,2644.62,South,0
1067,2022-05-25,2023-10-19,2,789.74,West,1
1068,2022-08-13,2023-01-18,4,2206.3,West,0
1069,2022-11-05,2023-03-31,2,3029.79,East,0
1070,2022-04-14,2023-06-30,3,403.8,East,1
1071,2022-04-14,2023-09-12,4,2053.87,North,0
1072,2022-02-08,2023-09-10,4,1582.37,North,0
1073,2022-07-17,2023-09-14,3,1277.76,North,0
1074,2022-05-14,2023-12-12,5,3062.22,East,1
1075,2022-03-08,2023-03-28,3,2983.86,South,0
1076,2022-06-28,2023-03-31,2,3190.43,North,0
1077,2022-02-11,2023-08-25,1,878.53,East,0
1078,2022-01-15,2023-03-11,4,1499.98,West,1
1079,2022-04-21,2023-02-13,2,1127.43,South,0
1080,2022-06-06,2023-07-19,4,2748.47,North,0
1081,2022-10-16,2023-06-01,5,2359.22,West,0
1082,2022-08-19,2023-03-27,0,1718.44,South,1
1083,2022-06-06,2023-01-19,2,3951.47,South,1
1084,2022-02-07,2023-04-11,2,560.47,West,0
1085,2022-04-07,2023-04-05,2,4876.99,North,1
1086,2022-10-16,2023-09-11,1,671.07,North,0
1087,2022-09-11,2023-12-23,2,3888.05,West,0
1088,2022-07-15,2023-01-30,2,1904.33,West,1
1089,2022-03-27,2023-09-06,7,4339.78,West,0
1090,2022-11-18,2023-02-02,2,463.43,East,0
1091,2022-01-10,2023-08-17,3,1936.14,South,1
1092,2022-01-05,2023-01-12,1,1743.67,North,0
1093,2022-05-03,2023-04-28,4,4966.47,North,0
1094,2022-11-26,2023-12-16,2,4929.19,West,1
1095,2022-12-19,2023-06-04,3,1030.04,South,0
1096,2022-04-28,2023-09-03,5,3186.74,West,0
1097,2022-10-21,2023-11-28,3,2724.05,South,0
1098,2022-06-08,2023-09-04,3,856.43,West,0
1099,2022-10-30,2023-01-29,3,922.12,West,0
1100,2022-08-16,2023-06-10,4,4947.33,South,0
1101,2022-12-31,2023-08-23,6,2318.38,North,0
1102,2022-08-04,2023-07-09,5,716.43,North,1
1103,2022-07-03,2023-04-27,1,1152.47,East,0
1104,2022-01-15,2023-09-28,4,1414.91,South,0
1105,2022-06-06,2023-09-15,1,2603.49,North,1
1106,2022-05-16,2023-06-29,3,1744.19,North,1
1107,2022-09-18,2023-06-21,4,2329.56,South,0
1108,2022-06-06,2023-10-01,4,915.85,North,0
1109,2022-02-16,2023-09-16,5,1700.97,South,0
1110,2022-11-20,2023-05-15,3,444.55,North,0
1111,2022-11-28,2023-06-20,1,4459.58,West,0
1112,2022-06-22,2023-07-29,1,1073.89,South,0
1113,2022-05-10,2023-08-24,4,3808.81,South,0
1114,2022-04-05,2023-07-05,5,1812.8,North,1
1115,2022-04-25,2023-12-30,2,2424.55,South,1
1116,2022-08-31,2023-04-05,4,1527.18,East,0
1117,2022-10-19,2023-01-11,6,3512.56,East,0
1118,2022-10-09,2023-03-09,3,4238.28,South,1
1119,2022-10-26,2023-07-29,3,1502.72,East,1
1120,2022-10-10,2023-07-15,3,1286.87,North,1
1121,2022-03-10,2023-04-08,2,3439.06,North,0
1122,2022-05-28,2023-04-03,4,1056.25,South,0
1123,2022-01-11,2023-01-22,2,3235.21,North,1
1124,2022-09-11,2023-06-21,1,562.7,North,0
1125,2022-11-26,2023-05-14,2,3138.67,East,1
1126,2022-12-26,2023-01-25,2,2615.69,North,0
1127,2022-02-07,2023-07-04,4,658.14,North,1
1128,2022-05-14,2023-03-26,4,3280.61,East,0
1129,2022-07-19,2023-02-24,3,2288.13,West,0
1130,2022-01-23,2023-09-08,4,1163.86,South,0
1131,2022-10-30,2023-05-24,4,1831.58,South,1
1132,2022-12-12,2023-12-17,1,2511.3,West,0
1133,2022-10-29,2023-06-16,5,548.62,East,0
1134,2022-12-29,2023-08-12,4,4792.29,East,0
1135,2022-08-06,2023-08-08,1,3361.25,North,1
1136,2022-05-21,2023-06-28,5,602.42,North,0
1137,2022-04-14,2023-04-29,4,4132.02,South,0
1138,2022-07-29,2023-09-22,1,1680.52,South,0
1139,2022-04-21,2023-05-30,2,3024.32,East,0
1140,2022-04-14,2023-08-03,4,1458.0,North,0
1141,2022-11-12,2023-07-16,2,3693.69,East,0
1142,2022-06-20,2023-02-11,6,3642.74,West,1
1143,2022-12-22,2023-02-22,4,2805.01,South,0
1144,2022-11-20,2023-11-26,6,1280.54,South,0
1145,2022-05-13,2023-09-08,4,1343.15,East,1
1146,2022-10-20,2023-10-22,4,1976.03,North,1
1147,2022-11-24,2023-09-28,2,810.56,North,1
1148,2022-05-07,2023-05-03,1,1754.51,West,0
1149,2022-04-16,2023-12-05,3,3453.34,West,0
1150,2022-04-02,2023-09-23,2,4171.14,West,0
1151,2022-10-14,2023-12-14,4,1729.65,East,0
1152,2022-02-20,2023-01-29,5,1244.59,South,0
1153,2022-01-29,2023-02-04,0,4179.95,East,1
1154,2022-10-23,2023-01-06,5,4464.45,East,0
1155,2022-10-24,2023-04-21,3,2109.11,North,0
1156,2022-08-02,2023-10-21,3,231.83,West,0
1157,2022-09-24,2023-03-18,5,3505.31,South,0
1158,2022-09-14,2023-12-15,0,3941.76,West,0
1159,2022-10-29,2023-05-27,3,188.32,West,0
1160,2022-04-11,2023-03-08,1,3015.65,West,0
1161,2022-12-12,2023-01-08,2,2983.01,South,0
1162,2022-04-20,2023-05-02,3,1955.67,North,1
1163,2022-07-01,2023-12-06,1,3773.86,South,0
1164,2022-11-09,2023-06-24,1,2198.08,South,1
1165,2022-01-01,2023-06-28,4,3416.2,North,0
1166,2022-11-15,2023-03-26,5,2633.87,South,1
1167,2022-02-24,2023-02-14,5,1317.48,South,0
1168,2022-05-29,2023-05-16,2,3071.85,East,1
1169,2022-11-05,2023-12-09,2,3710.85,South,0
1170,2022-05-17,2023-01-16,3,4872.14,East,0
1171,2022-07-21,2023-11-29,5,1962.53,East,0
1172,2022-11-09,2023-07-14,6,415.92,East,0
1173,2022-04-27,2023-01-09,3,4941.06,West,0
1174,2022-06-03,2023-11-12,1,3156.65,North,1
1175,2022-10-18,2023-11-30,2,4737.61,West,0
1176,2022-03-04,2023-11-29,2,608.75,North,0
1177,2022-09-01,2023-11-23,2,1775.97,South,0
1178,2022-01-25,2023-01-15,2,756.29,East,0
1179,2022-03-31,2023-11-23,2,4194.0,West,0
1180,2022-03-16,2023-04-12,3,4413.68,South,0
1181,2022-10-21,2023-08-14,4,2556.43,West,1
1182,2022-07-29,2023-10-05,3,1014.37,South,0
1183,2022-12-13,2023-04-23,2,722.88,West,1
1184,2022-01-17,2023-01-01,2,2982.0,South,0
1185,2022-05-08,2023-09-23,5,2581.24,South,1
1186,2022-12-30,2023-07-27,3,3504.47,West,0
1187,2022-09-08,2023-04-20,2,1595.52,South,1
1188,2022-06-28,2023-07-19,1,2071.6,East,0
1189,2022-07-01,2023-11-02,5,204.67,East,0
1190,2022-06-01,2023-01-12,2,3089.7,East,0
1191,2022-01-25,2023-12-11,2,2173.4,East,0
1192,2022-06-29,2023-07-07,5,4606.85,North,0
1193,2022-07-17,2023-06-03,2,3244.75,West,0
1194,2022-12-10,2023-11-30,3,2053.6,East,0
1195,2022-06-10,2023-10-06,0,1391.59,East,1
1196,2022-06-26,2023-06-20,0,4535.9,East,1
1197,2022-10-12,2023-05-14,1,179.7,North,0
1198,2022-03-04,2023-01-25,4,1701.87,West,0
1199,2022-05-30,2023-01-18,6,4723.18,South,0
1200,2022-06-03,2023-07-09,3,3304.76,North,1
1201,2022-06-05,2023-05-21,1,2710.32,East,1
1202,2022-02-18,2023-02-12,0,1097.32,East,1
1203,2022-12-03,2023-11-30,0,4183.54,North,1
1204,2022-03-25,2023-10-11,0,1100.58,West,1
1205,2022-12-27,2023-05-26,1,1316.44,West,1
1206,2022-06-26,2023-11-11,3,1040.07,South,0
1207,2022-05-28,2023-11-15,5,874.93,North,1
1208,2022-04-28,2023-04-02,7,4771.23,West,1
1209,2022-12-08,2023-06-28,0,3049.95,North,0
1210,2022-03-04,2023-02-25,4,3225.4,West,0
1211,2022-07-08,2023-06-04,2,4776.19,West,0
1212,2022-12-26,2023-06-09,2,1229.82,East,1
1213,2022-02-18,2023-04-21,4,129.0,West,0
1214,2022-11-23,2023-05-17,0,3034.53,West,0
1215,2022-09-14,2023-08-20,3,2588.44,North,1
1216,2022-08-12,2023-08-08,1,2440.49,West,0
1217,2022-05-21,2023-03-09,3,403.21,West,1
1218,2022-08-03,2023-10-29,6,2326.73,North,1
1219,2022-07-30,2023-09-06,3,1509.04,West,1
1220,2022-11-14,2023-11-19,5,1445.37,North,0
1221,2022-02-01,2023-01-06,2,1189.67,North,1
1222,2022-06-07,2023-10-07,1,1729.39,North,0
1223,2022-10-12,2023-04-04,4,1830.35,North,0
1224,2022-11-01,2023-09-26,7,1613.0,East,0
1225,2022-10-13,2023-07-16,2,4895.89,East,0
1226,2022-05-24,2023-01-25,4,4670.38,East,1
1227,2022-01-19,2023-05-28,4,2915.1,East,0
1228,2022-01-18,2023-04-28,0,4907.17,North,1
1229,2022-09-14,2023-12-04,5,4956.87,North,0
1230,2022-03-19,2023-12-04,7,1844.1,North,0
1231,2022-06-24,2023-03-07,1,2281.42,North,0
1232,2022-07-13,2023-10-28,2,4799.4,East,0
1233,2022-04-23,2023-06-24,3,3082.27,West,1
1234,2022-04-24,2023-11-15,1,1143.35,East,1
1235,2022-08-10,2023-03-17,2,3477.97,North,0
1236,2022-06-15,2023-04-24,2,1108.16,North,1
1237,2022-11-15,2023-04-21,1,1762.85,West,0
1238,2022-05-12,2023-09-06,7,1215.04,North,0
1239,2022-09-21,2023-07-22,0,1300.4,West,0
1240,2022-02-24,2023-05-27,8,122.81,North,0
1241,2022-12-25,2023-02-04,3,4415.47,West,1
1242,2022-05-11,2023-11-05,3,1550.35,South,0
1243,2022-10-15,2023-01-26,0,523.23,South,0
1244,2022-09-23,2023-08-26,3,526.24,South,0
1245,2022-06-11,2023-01-14,1,2824.49,South,0
1246,2022-03-28,2023-02-14,3,4965.31,North,0
1247,2022-02-24,2023-08-04,1,810.61,North,0
1248,2022-10-15,2023-08-21,1,588.15,North,1
1249,2022-06-27,2023-07-12,5,2247.69,South,0
1250,2022-12-15,2023-02-20,4,2860.32,West,0
1251,2022-01-08,2023-08-02,9,1542.46,West,0
1252,2022-11-17,2023-05-31,2,1582.36,South,0
1253,2022-11-09,2023-10-02,2,2179.93,North,1
1254,2022-09-04,2023-12-04,2,1639.31,South,0
1255,2022-11-19,2023-03-17,2,4585.12,East,0
1256,2022-09-12,2023-08-08,4,305.58,West,0
1257,2022-11-24,2023-12-14,1,1249.39,South,1
1258,2022-02-23,2023-07-06,2,4061.91,South,1
1259,2022-09-06,2023-10-16,2,4186.39,South,0
1260,2022-08-27,2023-01-28,3,646.62,South,0
1261,2022-08-17,2023-06-29,1,4871.44,North,0
1262,2022-03-08,2023-09-10,1,3497.44,West,1
1263,2022-02-20,2023-05-06,5,1435.71,East,0
1264,2022-04-07,2023-06-26,4,2334.59,North,0
1265,2022-04-02,2023-02-06,7,1555.98,South,0
1266,2022-09-21,2023-04-09,1,835.11,South,0
1267,2022-10-18,2023-04-08,2,1526.77,South,0
1268,2022-04-06,2023-05-07,5,2942.45,South,0
1269,2022-03-29,2023-06-17,4,4147.25,West,0
1270,2022-03-19,2023-03-21,5,1881.29,South,0
1271,2022-10-15,2023-10-21,4,1804.72,East,0
1272,2022-04-30,2023-11-29,3,2393.2,North,0
1273,2022-10-29,2023-05-06,4,3258.32,West,0
1274,2022-06-14,2023-12-09,6,3782.92,South,1
1275,2022-07-01,2023-11-06,4,1701.32,East,0
1276,2022-08-11,2023-05-30,6,2973.13,North,0
1277,2022-11-07,2023-01-16,2,2007.87,North,1
1278,2022-01-07,2023-01-28,4,3610.36,West,0
1279,2022-11-26,2023-06-22,0,906.91,North,0
1280,2022-09-20,2023-02-15,3,1358.93,South,0
1281,2022-06-10,2023-11-24,1,2187.7,South,0
1282,2022-05-31,2023-08-24,4,4458.13,East,0
1283,2022-03-26,2023-08-02,2,2909.3,East,0
1284,2022-05-27,2023-03-26,3,4830.44,North,1
1285,2022-04-22,2023-10-09,4,606.06,West,1
1286,2022-02-05,2023-08-20,5,2354.86,South,0
1287,2022-10-12,2023-03-26,2,2153.48,North,1
1288,2022-07-07,2023-03-06,4,3041.01,West,0
1289,2022-03-23,2023-05-14,5,4078.63,North,0
1290,2022-01-02,2023-05-31,4,4223.1,West,0
1291,2022-10-30,2023-04-25,5,3383.95,East,0
1292,2022-07-16,2023-03-05,1,3243.53,South,0
1293,2022-01-11,2023-12-09,3,4750.24,East,0
1294,2022-08-22,2023-12-29,5,1980.07,South,0
1295,2022-07-14,2023-12-18,1,4180.64,West,1
1296,2022-04-29,2023-06-07,0,4615.37,West,0
1297,2022-01-20,2023-03-18,1,2508.54,North,0
1298,2022-09-18,2023-05-26,2,3672.6,West,0
1299,2022-10-20,2023-12-09,3,1947.4,West,0
1300,2022-09-13,2023-08-13,1,878.51,North,1
1301,2022-08-10,2023-11-09,2,2973.87,North,1
1302,2022-08-14,2023-04-13,2,1062.71,South,1
1303,2022-02-22,2023-12-13,5,2342.24,West,1
1304,2022-12-21,2023-10-28,1,4377.11,North,0
1305,2022-12-08,2023-03-29,3,521.49,South,0
1306,2022-12-30,2023-10-30,2,249.1,South,0
1307,2022-10-07,2023-06-17,4,3071.74,East,1
1308,2022-03-22,2023-06-19,5,1722.2,North,0
1309,2022-07-21,2023-05-15,3,2147.89,East,0
1310,2022-06-07,2023-02-19,3,2087.98,South,0
1311,2022-04-30,2023-12-06,3,524.44,West,0
1312,2022-02-28,2023-12-13,2,117.48,North,0
1313,2022-08-03,2023-05-14,3,4502.27,North,1
1314,2022-05-08,2023-12-13,6,1167.21,South,0
1315,2022-08-12,2023-05-17,2,2187.79,North,1
1316,2022-07-28,2023-09-02,1,4862.44,South,1
1317,2022-04-25,2023-04-19,3,4151.14,North,1
1318,2022-07-28,2023-11-09,1,628.86,North,1
1319,2022-01-14,2023-10-14,4,2591.74,West,0
1320,2022-01-09,2023-01-21,5,3677.39,South,1
1321,2022-02-09,2023-03-31,2,3522.12,East,0
1322,2022-08-25,2023-10-23,3,3828.13,West,1
1323,2022-10-08,2023-04-22,0,2341.53,South,0
1324,2022-12-25,2023-10-28,1,962.02,North,0
1325,2022-07-20,2023-03-18,7,2377.87,South,0
1326,2022-09-03,2023-06-26,6,3274.65,South,0
1327,2022-10-05,2023-12-09,2,3082.1,West,1
1328,2022-08-23,2023-05-28,2,445.56,South,1
1329,2022-01-04,2023-04-11,3,418.27,North,0
1330,2022-06-03,2023-09-03,4,4829.76,East,0
1331,2022-01-29,2023-04-27,3,843.85,East,1
1332,2022-04-19,2023-04-02,4,1542.87,North,0
1333,2022-04-08,2023-01-28,1,3861.41,East,1
1334,2022-08-03,2023-01-25,4,2107.42,West,0
1335,2022-10-20,2023-02-27,3,989.18,South,0
1336,2022-03-16,2023-10-24,4,2389.44,South,1
1337,2022-11-22,2023-05-14,4,2887.85,East,0
1338,2022-05-26,2023-11-27,4,2318.56,East,0
1339,2022-05-08,2023-09-06,3,4602.84,East,1
1340,2022-12-07,2023-02-07,0,1495.03,West,1
1341,2022-02-11,2023-03-16,4,3340.53,South,1
1342,2022-12-22,2023-05-22,3,650.24,South,0
1343,2022-02-10,2023-11-18,6,2022.2,North,0
1344,2022-02-03,2023-06-17,1,3730.87,North,0
1345,2022-01-17,2023-09-16,3,1201.6,West,0
1346,2022-06-14,2023-12-21,3,2989.88,South,1
1347,2022-06-02,2023-08-13,3,851.84,South,0
1348,2022-03-17,2023-06-01,3,603.24,North,0
1349,2022-03-28,2023-01-19,2,2663.84,North,1
1350,2022-04-27,2023-05-26,3,3407.55,South,1
1351,2022-12-28,2023-08-29,3,655.5,West,0
1352,2022-12-08,2023-12-10,3,4597.1,East,0
1353,2022-01-27,2023-08-25,2,1206.28,West,1
1354,2022-11-09,2023-02-04,2,687.88,South,0
1355,2022-10-14,2023-07-09,2,1093.22,East,1
1356,2022-05-14,2023-01-01,5,930.91,West,1
1357,2022-08-07,2023-06-02,2,544.31,West,0
1358,2022-06-17,2023-05-06,6,4009.41,South,0
1359,2022-04-08,2023-12-11,4,2528.14,North,0
1360,2022-09-25,2023-08-14,3,2003.75,West,0
1361,2022-08-25,2023-08-09,3,4758.08,West,0
1362,2022-11-05,2023-07-30,0,1917.94,North,1
1363,2022-06-22,2023-01-25,5,918.17,West,1
1364,2022-07-09,2023-01-16,2,1442.81,West,0
1365,2022-05-02,2023-07-01,3,1270.94,North,1
1366,2022-02-15,2023-11-25,3,2543.83,South,0
1367,2022-03-05,2023-05-09,4,1528.38,South,1
1368,2022-05-10,2023-02-11,2,2628.7,South,0
1369,2022-11-06,2023-12-02,5,3379.54,East,0
1370,2022-12-29,2023-08-24,1,3908.76,South,0
1371,2022-07-12,2023-12-26,4,3579.77,East,0
1372,2022-11-03,2023-02-03,0,1107.39,East,0
1373,2022-06-30,2023-12-11,6,667.91,East,1
1374,2022-10-19,2023-02-14,2,2758.01,North,0
1375,2022-10-09,2023-05-14,2,1074.67,East,1
1376,2022-01-29,2023-01-21,1,516.18,East,0
1377,2022-05-29,2023-05-02,4,2682.76,North,0
1378,2022-09-24,2023-03-11,1,1701.29,West,0
1379,2022-10-23,2023-12-18,4,3805.13,West,1
1380,2022-01-11,2023-12-27,3,1639.54,East,0
1381,2022-06-13,2023-02-17,2,4895.71,South,0
1382,2022-04-23,2023-02-08,3,3816.76,West,1
1383,2022-07-06,2023-10-14,3,382.7,South,0
1384,2022-10-22,2023-01-10,3,2593.48,North,0
1385,2022-08-20,2023-01-30,1,2856.84,West,0
1386,2022-08-15,2023-09-01,2,3506.98,North,0
1387,2022-11-06,2023-10-01,4,2539.2,East,0
1388,2022-04-08,2023-03-29,2,2468.87,West,1
1389,2022-02-24,2023-09-01,5,1902.9,East,1
1390,2022-04-21,2023-11-25,4,1430.16,East,0
1391,2022-06-01,2023-01-15,4,4736.38,North,0
1392,2022-09-03,2023-01-04,3,1656.22,West,0
1393,2022-03-10,2023-07-10,1,410.76,West,0
1394,2022-11-08,2023-06-17,0,919.7,West,0
1395,2022-10-16,2023-01-09,2,4300.66,East,0
1396,2022-09-07,2023-04-19,1,2974.5,West,0
1397,2022-02-05,2023-05-17,1,3916.02,South,0
1398,2022-08-27,2023-06-03,4,4063.03,South,1
1399,2022-05-28,2023-07-28,1,4133.86,East,1
1400,2022-08-15,2023-09-29,3,2798.01,North,0
1401,2022-09-01,2023-05-23,5,967.89,South,1
1402,2022-12-03,2023-04-09,4,826.34,North,0
1403,2022-12-31,2023-11-04,5,2912.52,West,0
1404,2022-07-20,2023-03-10,4,1895.92,South,1
1405,2022-06-03,2023-09-04,4,2834.44,East,1
1406,2022-03-14,2023-09-18,2,2542.54,East,0
1407,2022-07-20,2023-10-03,0,3050.77,North,0
1408,2022-10-23,2023-03-20,2,257.35,East,1
1409,2022-01-17,2023-05-26,5,260.9,North,0
1410,2022-05-09,2023-04-21,6,3635.82,North,0
1411,2022-08-05,2023-09-15,1,1046.32,South,1
1412,2022-03-02,2023-04-03,0,3295.77,South,0
1413,2022-04-14,2023-01-13,4,2778.22,East,0
1414,2022-02-11,2023-09-17,4,4910.79,North,1
1415,2022-01-25,2023-04-19,5,4193.49,South,0
1416,2022-02-08,2023-11-26,3,2124.36,West,0
1417,2022-10-18,2023-07-08,1,3120.42,East,0
1418,2022-05-11,2023-04-05,5,674.72,East,0
1419,2022-08-17,2023-04-15,2,1993.29,West,0
1420,2022-04-18,2023-01-08,4,3696.05,West,0
1421,2022-06-21,2023-03-08,1,3151.09,West,0
1422,2022-04-12,2023-07-10,4,2473.91,South,0
1423,2022-12-20,2023-09-13,6,964.99,West,0
1424,2022-01-12,2023-01-09,1,4035.42,East,0
1425,2022-10-02,2023-04-27,3,1438.52,South,0
1426,2022-04-11,2023-09-24,2,4120.35,North,0
1427,2022-02-13,2023-04-09,2,3096.88,West,0
1428,2022-11-01,2023-10-25,4,1926.38,East,0
1429,2022-01-17,2023-06-13,5,298.97,West,1
1430,2022-11-26,2023-05-21,1,1238.85,North,1
1431,2022-02-26,2023-09-25,2,4456.45,South,0
1432,2022-11-07,2023-02-06,4,4108.07,North,0
1433,2022-10-30,2023-03-15,4,2916.78,South,0
1434,2022-01-12,2023-03-14,4,2384.98,East,0
1435,2022-11-14,2023-11-04,6,3271.0,East,0
1436,2022-03-21,2023-07-18,3,2384.62,East,0
1437,2022-08-04,2023-05-10,4,3257.09,North,0
1438,2022-12-05,2023-09-03,4,1606.28,West,1
1439,2022-09-21,2023-11-08,1,4208.64,West,0
1440,2022-05-29,2023-03-01,2,3539.4,North,1
1441,2022-03-22,2023-10-06,1,1716.88,West,0
1442,2022-08-03,2023-04-13,2,4170.26,North,0
1443,2022-07-17,2023-10-23,1,2487.98,West,0
1444,2022-07-19,2023-11-16,8,955.73,South,1
1445,2022-01-25,2023-12-07,2,480.79,East,0
1446,2022-03-30,2023-05-31,2,3528.07,West,0
1447,2022-09-25,2023-06-06,6,4339.09,North,0
1448,2022-05-23,2023-07-25,2,4056.47,South,1
1449,2022-02-28,2023-06-28,2,3312.69,West,0
1450,2022-12-31,2023-07-16,0,792.74,West,0
1451,2022-01-26,2023-08-11,1,560.82,North,1
1452,2022-02-16,2023-03-30,1,1790.65,South,0
1453,2022-10-15,2023-10-14,4,4289.06,East,0
1454,2022-09-23,2023-10-03,2,4812.51,North,0
1455,2022-01-16,2023-08-24,5,1282.67,West,1
1456,2022-07-18,2023-07-02,3,3834.27,East,0
1457,2022-10-09,2023-07-28,3,2911.96,West,0
1458,2022-03-27,2023-05-10,5,255.86,North,1
1459,2022-09-07,2023-06-02,3,2760.29,South,0
1460,2022-09-27,2023-01-13,3,4049.11,East,1
1461,2022-12-01,2023-05-02,5,1453.0,North,0
1462,2022-04-27,2023-12-25,4,4497.07,North,0
1463,2022-01-07,2023-08-08,1,1257.68,East,0
1464,2022-05-17,2023-04-16,4,474.72,South,1
1465,2022-06-25,2023-03-11,3,883.7,West,0
1466,2022-11-24,2023-07-14,1,4201.31,East,0
1467,2022-11-11,2023-07-05,3,2144.8,North,0
1468,2022-08-03,2023-04-09,2,4005.03,East,1
1469,2022-03-23,2023-03-23,3,2703.04,East,0
1470,2022-08-11,2023-03-16,1,2454.74,South,0
1471,2022-04-13,2023-12-06,1,4053.87,South,1
1472,2022-09-30,2023-07-11,2,2175.09,West,1
1473,2022-01-14,2023-11-21,4,4029.96,East,0
1474,2022-06-08,2023-08-02,2,593.24,South,1
1475,2022-06-01,2023-11-11,2,3217.92,South,0
1476,2022-04-18,2023-11-14,4,3542.68,North,0
1477,2022-07-07,2023-05-24,2,4505.58,South,0
1478,2022-10-28,2023-08-04,3,1199.19,East,0
1479,2022-04-08,2023-12-27,4,3060.68,East,1
1480,2022-05-11,2023-11-20,5,2222.96,North,1
1481,2022-10-20,2023-01-15,3,1975.58,North,0
1482,2022-06-20,2023-08-05,2,622.9,North,1
1483,2022-07-02,2023-02-04,5,757.74,East,0
1484,2022-12-30,2023-07-02,4,4201.24,East,0
1485,2022-02-08,2023-09-27,1,3773.79,West,1
1486,2022-01-15,2023-12-24,5,1973.47,South,1
1487,2022-01-04,2023-04-10,2,4159.58,North,0
1488,2022-12-15,2023-01-07,3,495.75,South,0
1489,2022-07-29,2023-01-30,2,3161.39,South,0
1490,2022-06-10,2023-11-01,10,4354.06,West,0
1491,2022-01-16,2023-05-24,4,4210.43,East,0
1492,2022-04-18,2023-04-21,3,1926.64,South,0
1493,2022-11-07,2023-08-20,4,3751.65,North,0
1494,2022-08-15,2023-06-28,5,2194.59,North,1
1495,2022-06-19,2023-03-13,3,4216.68,East,0
1496,2022-02-03,2023-07-29,1,2700.73,East,0
1497,2022-09-08,2023-08-08,2,3847.8,East,1
1498,2022-09-04,2023-03-21,3,485.0,North,0
1499,2022-09-26,2023-03-24,2,2991.13,East,1
1500,2022-05-21,2023-02-11,4,2796.39,West,0
1501,2022-10-01,2023-09-30,5,3088.89,West,0
1502,2022-04-06,2023-07-10,0,3508.64,North,0
1503,2022-08-15,2023-06-22,2,4598.73,West,0
1504,2022-02-08,2023-01-07,3,3949.84,South,0
1505,2022-10-29,2023-06-04,4,1176.23,East,0
1506,2022-01-29,2023-01-10,2,4146.89,West,0
1507,2022-11-14,2023-02-03,0,698.19,East,0
1508,2022-09-02,2023-02-05,2,3148.77,West,0
1509,2022-08-24,2023-01-06,1,4425.49,East,1
1510,2022-07-04,2023-08-03,4,595.5,North,1
1511,2022-09-29,2023-05-14,1,4263.49,South,1
1512,2022-08-24,2023-10-12,2,4013.24,East,0
1513,2022-08-27,2023-05-06,1,2568.5,South,0
1514,2022-09-23,2023-12-03,4,1613.6,East,0
1515,2022-12-25,2023-06-23,1,2086.65,North,1
1516,2022-12-06,2023-06-01,2,4846.42,South,0
1517,2022-03-06,2023-11-27,4,1088.32,West,0
1518,2022-06-26,2023-01-26,3,2940.06,South,0
1519,2022-01-03,2023-04-25,9,507.88,East,0
1520,2022-05-22,2023-10-11,1,1167.68,South,0
1521,2022-06-07,2023-03-16,0,3840.25,North,1
1522,2022-11-20,2023-06-15,1,1582.74,South,1
1523,2022-05-26,2023-07-08,2,4930.25,South,0
1524,2022-10-20,2023-03-19,1,2554.0,South,0
1525,2022-06-02,2023-03-31,0,2631.04,West,0
1526,2022-07-12,2023-06-25,5,277.94,South,0
1527,2022-03-14,2023-01-21,5,4786.98,East,1
1528,2022-11-01,2023-02-23,7,953.74,East,0
1529,2022-12-10,2023-07-03,2,2737.87,South,1
1530,2022-05-20,2023-12-25,4,2038.81,South,0
1531,2022-07-06,2023-08-10,6,2136.37,West,0
1532,2022-10-20,2023-11-11,3,3252.17,North,0
1533,2022-03-02,2023-11-24,7,3344.23,East,1
1534,2022-07-17,2023-06-28,3,856.01,West,0
1535,2022-10-22,2023-10-03,4,2547.97,East,1
1536,2022-11-15,2023-04-22,2,3973.34,East,1
1537,2022-10-29,2023-08-12,3,2272.1,South,1
1538,2022-12-10,2023-08-02,2,912.44,East,1
1539,2022-01-11,2023-02-28,2,1634.76,North,0
1540,2022-03-03,2023-11-23,5,1140.66,North,0
1541,2022-11-29,2023-04-19,2,716.51,North,0
1542,2022-08-14,2023-06-06,3,1950.15,West,0
1543,2022-06-02,2023-07-10,4,2750.59,North,1
1544,2022-07-18,2023-07-19,1,456.48,North,0
1545,2022-02-21,2023-11-08,1,3058.73,East,0
1546,2022-09-17,2023-07-15,3,4965.82,West,1
1547,2022-02-28,2023-02-04,3,4824.21,South,0
1548,2022-03-13,2023-09-03,3,4162.95,West,0
1549,2022-05-28,2023-08-25,3,1405.07,West,0
1550,2022-12-15,2023-04-14,1,209.8,South,1
1551,2022-03-04,2023-01-07,3,4184.35,South,0
1552,2022-11-06,2023-10-10,3,373.03,South,1
1553,2022-08-31,2023-01-01,0,1107.58,East,0
1554,2022-11-26,2023-08-07,2,2767.82,East,1
1555,2022-04-17,2023-08-18,1,974.05,East,0
1556,2022-08-14,2023-06-21,3,4185.56,North,0
1557,2022-11-09,2023-03-28,2,3908.08,South,0
1558,2022-08-06,2023-02-10,1,3803.27,East,0
1559,2022-08-29,2023-05-03,3,4099.03,East,0
1560,2022-09-16,2023-11-27,3,1176.54,West,0
1561,2022-09-19,2023-10-25,4,3671.57,East,0
1562,2022-01-05,2023-06-27,1,1840.88,South,1
1563,2022-09-18,2023-03-04,1,3367.54,South,0
